post_id,name,shares,likes,loves,wow,cares,sad,angry,haha,reactions_count,comments,content,posted_on,video,image,post_url
141389234954726,Laphonza Butler,0,4,0,0,0,0,0,0,4,0,"Fifteen years ago today, Nancy Pelosi became the first woman speaker of the House. I am so thankful for her tenacious advocacy on behalf of the American people, and she continues to inspire us all in the work of electing more Democratic pro-choice women to office.",2022-01-05T00:00:00,[],https://scontent.ftll2-1.fna.fbcdn.net/v/t39.30808-6/271424091_141389231621393_1722133545401499488_n.jpg?stp=dst-jpg_p526x296&_nc_cat=109&ccb=1-7&_nc_sid=5f2048&_nc_ohc=0NEWET0Sy8QAX9-gzLR&_nc_ht=scontent.ftll2-1.fna&oh=00_AfBiBx3DmI4RoLmLjgwPu5wTHgjxqVBMSN4Lx0QPvR2syg&oe=653E3450,https://www.facebook.com/laphonza/photos/a.123115773448739/141389234954726/?__cft__[0]=AZW7_uPH84PfjUYi_7VgyGTa_U1tW6cDRylwuZHTZoGa8hawMsMawPMR-ZHZKdUhGBXWqsKzUXrL65TjaLMcJCgfu7VCW_Glwy34bKFa_luzD2LeWGSw7m3OqWfJws6z2n-p3MAAH5GQWnZPgEjAJ9F6XbCDFB6k_9VyeauftMES2RybP0npJtRzQ0UgGASLyhkLXqVW_XL-Vv6EaOtrD9t0&__tn__=%2CO%2CP-R
pfbid02zfUTUHevPLN5AAVusaG1F1HshvinE7uJY6xsFhP8mSoqvvkAvryq4vifFXKNNzApl,Laphonza Butler,0,3,0,0,0,0,0,0,3,0,"If you weren’t engaged before, now is the time. There is a huge election later this year.",2022-01-03T00:00:00,[],,https://www.facebook.com/laphonza/posts/pfbid02zfUTUHevPLN5AAVusaG1F1HshvinE7uJY6xsFhP8mSoqvvkAvryq4vifFXKNNzApl?__cft__[0]=AZWgq7iZh_Jvpm1o6v8HqxE5JcHbk5cRZR0OL0CcCm4QaNAFZ8ur0uAu6tGgSdoMJEq5m-Obp9oZX4N4-r6-lwZlK_XizJGVrFknxQwPVdoTCLfqLE7dcOUnrG_uB9aZbd9BtByKpOxmTVfMItMOIh6u_BiWBkAq7oczgOCKyJys3uEx7bs2Q7AVR040qfrLru3kmO6Gdw83U6kovGGrB5eN&__tn__=%2CO%2CP-R
pfbid026bVCmuyABVjHegLyA4BF7MV33xwBT36wah2PySxdBbADNJbGJnHZHGHtaxeaqTDjl,Laphonza Butler,0,2,0,0,0,0,0,0,2,0,"If running for office is something you have thought about, make 2022 your year. Sign up today for Run to Win where we’ll teach you tips on how to run a great campaign. https://win.emilyslist.org/a/run_for_office",2022-01-02T00:00:00,[],https://external.ftll2-1.fna.fbcdn.net/emg1/v/t13/11445749712463403584?url=https%3A%2F%2Femilyslist.org%2Fassets%2Fimages%2Fstatic%2Fel-meta-logo-large.png&fb_obo=1&utld=emilyslist.org&stp=c0.5000x0.5000f_dst-jpg_flffffff_p500x261_q75&ccb=13-1&oh=06_AbFpa5N-MbySNs6JzhgUuVVn01fj-y8xfWvNKl2-T9TXaA&oe=653AF6CB&_nc_sid=dbad39,https://www.facebook.com/laphonza/posts/pfbid026bVCmuyABVjHegLyA4BF7MV33xwBT36wah2PySxdBbADNJbGJnHZHGHtaxeaqTDjl?__cft__[0]=AZVb8v9CqF52R2jgWAozjdpYkcOqlgXwv6vUbMSAFJ7smlHYbRUit7LF6PEEsBbIOEhm8wCNgetu9CuDurGOgHhbazM0K4sDOzalJ30rtRbsjXHyPVBSRlz0bk0cpx7PDYDN5emV8M9P0k3S5S0VXJzsFymkRAKWyxOmcFkDUulRfEfF-9Tb-_mJcATb7aPFTW6K_R1oN_BjVizZRQcIF6z9&__tn__=%2CO%2CP-R
140627505030899,Laphonza Butler,0,4,0,0,0,0,0,0,4,0,Happy new year! I wish you and your loved ones the best in 2022.,2022-01-01T00:00:00,[],https://scontent.ftll2-1.fna.fbcdn.net/v/t39.30808-6/271132788_140627498364233_7749420053152857250_n.png?stp=dst-png_p526x296&_nc_cat=104&ccb=1-7&_nc_sid=5f2048&_nc_ohc=K7qGA3zra9MAX9w61r1&_nc_ht=scontent.ftll2-1.fna&oh=00_AfDTkUSqQW99PpWFzfy-sOHG0mPuhYUrxGBIiePezIUv9Q&oe=653E22CB,https://www.facebook.com/laphonza/photos/a.123115773448739/140627505030899/?__cft__[0]=AZW6oBVFILuxIsI1Xczdgzuzf7nGLFmT97ctt44ajJjgKbLTXyBewA17h8m_B5zPd-uCW58ZKBJBjM7u-WtNgd9GRNnAfnDhnYig622WdVINxMrCu3Jwb-1FU4Axng852WHZo_lqz0n0C2xowF3_o_zy3uMdyWBI1Q7Gto0vMb0Hl3YCsjZlTA2xx63y1FU6h9QSQoin6tZ2b4Z_lkJG0ID0&__tn__=%2CO%2CP-R
pfbid02nfoiSXdeWgR2vFiR1YFbnoKwLJ7A8x9DJhrnu5qFc34QpbtXwGgrgmsCBEzJJ5iil,Laphonza Butler,0,1,1,0,0,0,0,0,2,0,Coming to EMILY's List was my biggest news of 2021. I’m excited to see what 2022 brings!,2021-12-31T00:00:00,[],https://external.ftll2-1.fna.fbcdn.net/emg1/v/t13/10080195818641036221?url=https%3A%2F%2Fstatic01.nyt.com%2Fimages%2F2021%2F09%2F13%2Fus%2F13-emilys%2F13-emilys-facebookJumbo.jpg&fb_obo=1&utld=nyt.com&stp=c0.5000x0.5000f_dst-jpg_flffffff_p500x261_q75&ccb=13-1&oh=06_AbHBbQjoI3DtSkynmPQMOoQBu-KafQEN_J_2-x5FkeB95A&oe=653B0D20&_nc_sid=dbad39,https://www.facebook.com/laphonza/posts/pfbid02nfoiSXdeWgR2vFiR1YFbnoKwLJ7A8x9DJhrnu5qFc34QpbtXwGgrgmsCBEzJJ5iil?__cft__[0]=AZWBDmCYenr_CuTyQPqh07a2KAyq8L6eRAnVH6Y44WipjZBQ3BS4VIeiYgb9Ng_48_dELj8GqRG1oF0LsIMonzGzVC9GlGG2Tyd9NrayH0FYE_ZaoLdxBFCPK9OMrNXZV888o0RBTRxBKvaX8aE0AvsJBs_YnycWzbaDc84XUC_juDWWTu_lE72LiFFnVkW6VFCD8l6uOSZ9k29WzPl2Jp0i&__tn__=%2CO%2CP-R
pfbid0vqZT5gw3NbuHhgMGDrsnKxAtcLo6KzXTJu4SVqbGXHXBUbsRDJjHRAQTcUNZ2Tyal,Laphonza Butler,0,2,0,0,0,0,0,0,2,0,Marco Rubio has got to go. Rep. Val Demings is a barrier-breaking leader who should be the next senator from Florida. It’s that simple.,2021-12-29T00:00:00,[],https://external.ftll2-1.fna.fbcdn.net/emg1/v/t13/2355242323402585023?url=https%3A%2F%2Fs.yimg.com%2Fcv%2Fapiv2%2Fsocial%2Fimages%2Fyahoo_default_logo-1200x1200.png&fb_obo=1&utld=yimg.com&stp=c0.5000x0.5000f_dst-jpg_flffffff_p500x261_q75&ccb=13-1&oh=06_AbEI-f6Jw5sGhRsmgcuUwtn1EX54cZgoSXtJ5IJ2-yV_bQ&oe=653AC944&_nc_sid=dbad39,https://www.facebook.com/laphonza/posts/pfbid0vqZT5gw3NbuHhgMGDrsnKxAtcLo6KzXTJu4SVqbGXHXBUbsRDJjHRAQTcUNZ2Tyal?__cft__[0]=AZWX4pwbX1RBpQpH8fn2JxzILpaqBgBCRCOiyTaBbtPEulOZ_2RWqtqfDgS5bqtaCqWYgbAzUdwjIO8R5uvotPG9iMknTu8bLou2UPLl_sHoXX5pLk_Ttm3Q9K3muHKLHAkHIHkGav1nmhsMVr0ixqzckYBnJD9AVOalGAD_Ouhm1AmsGW9FRMrs52T0AYOJmHQCuhJa7pZShfCAj8zykRmH&__tn__=%2CO%2CP-R
pfbid02yjCPeoC2prDdrCvCguw11XDFRznZREQP8rEvoPJtgKxicLEG7dQeocMDmA9eiAWTl,Laphonza Butler,0,1,0,0,0,0,0,0,1,0,"Our team is trying to raise $200,000 before the year ends. Donate here to help elect women all year!",2021-12-28T00:00:00,[],https://external.ftll2-1.fna.fbcdn.net/emg1/v/t13/11445749712463403584?url=https%3A%2F%2Femilyslist.org%2Fassets%2Fimages%2Fstatic%2Fel-meta-logo-large.png&fb_obo=1&utld=emilyslist.org&stp=c0.5000x0.5000f_dst-jpg_flffffff_p500x261_q75&ccb=13-1&oh=06_AbFpa5N-MbySNs6JzhgUuVVn01fj-y8xfWvNKl2-T9TXaA&oe=653AF6CB&_nc_sid=dbad39,https://www.facebook.com/laphonza/posts/pfbid02yjCPeoC2prDdrCvCguw11XDFRznZREQP8rEvoPJtgKxicLEG7dQeocMDmA9eiAWTl?__cft__[0]=AZXXfy2l17KhGErvXKu8obL7Ec96kk0JeGGwjYm0VA-hRQsxXxuVkK6pwA4ULAMdfmgeu3Plp6o575dxwsdUL-N1M_VXgDluIoJDv8VECN3N40SAf4RxHRJ8rwxxpSFzK-ghgR7f7HTkLT_v57ym2BAASozuYDqcd1odbJXry62OzF70ef_Oz8WNfZTF8_2WxN85qjGfyUyMcYOdxrv4fYpE&__tn__=%2CO%2CP-R
pfbid0RDgizxbFxe95Zhzg2zu42YxwQ8YtAEbGW5k712zRJdtyCHRDUZK6E4iMVfdhbdHHl,Laphonza Butler,0,2,0,0,0,0,0,0,2,0,"So far, EMILY's List has endorsed ELEVEN governors up for election in 2022. Read their bios and donate a few dollars to your favorite.",2021-12-27T00:00:00,[],https://external.ftll2-1.fna.fbcdn.net/emg1/v/t13/11445749712463403584?url=https%3A%2F%2Femilyslist.org%2Fassets%2Fimages%2Fstatic%2Fel-meta-logo-large.png&fb_obo=1&utld=emilyslist.org&stp=c0.5000x0.5000f_dst-jpg_flffffff_p500x261_q75&ccb=13-1&oh=06_AbFpa5N-MbySNs6JzhgUuVVn01fj-y8xfWvNKl2-T9TXaA&oe=653AF6CB&_nc_sid=dbad39,https://www.facebook.com/laphonza/posts/pfbid0RDgizxbFxe95Zhzg2zu42YxwQ8YtAEbGW5k712zRJdtyCHRDUZK6E4iMVfdhbdHHl?__cft__[0]=AZUYLYF0sD9EayveeycAJuuDPbgfMr2NyNvIXuDBHAJ6J7JAjjQamZzj_q7x2WjV1eoer_GaUiTFee1gF8ctYUFcttrQ_zI7Fo47J6FhnuAP6UWqeRWUMHUqOjIYu-ZLc96tLhHF-xc7owN2PioLalg56JgWouD_ui_WrydHVeizqcysi5TOiwh0_z8c7JfyYQJ6WlR6nNF_r72FtthfOLlZ&__tn__=%2CO%2CP-R
139225771837739,Laphonza Butler,0,3,1,0,0,0,0,0,4,0,I hope everyone has a joyous Kwanzaa!,2021-12-26T00:00:00,[],https://scontent.ftll2-1.fna.fbcdn.net/v/t39.30808-6/270114904_139225768504406_7074814234986681573_n.png?stp=dst-png_p526x296&_nc_cat=107&ccb=1-7&_nc_sid=5f2048&_nc_ohc=ku8XudKN48YAX_RZx0q&_nc_ht=scontent.ftll2-1.fna&oh=00_AfDzp8oLDoey8kmioGZHkxPBc67-uWViapCeqltYc7YM5A&oe=653E03E3,https://www.facebook.com/laphonza/photos/a.123115773448739/139225771837739/?__cft__[0]=AZUUIyaskiF4xi_1pYhbm5ove4wq5oBX6Mu8FeVP7zx96Tj1dqEuuxXjw6mRl3tvw1s1D6QR4aCZ98Kt5rdULc5Oh5kQatLcVQgqlyYtHOplOJgsBmO5Ni9yzpfSf3SMTZsxvBnOJG9ig6bawcWlin-4h9UzkuAW9FqfPUDuqCyOXzP44ZB13xP7rd6-QJAWWHw-s_kHJ3y6vESqaSqcWRJn&__tn__=%2CO%2CP-R
138957751864541,Laphonza Butler,0,2,0,0,0,0,0,0,2,0,Merry Christmas from my family to yours!,2021-12-25T00:00:00,[],https://scontent.ftll2-1.fna.fbcdn.net/v/t39.30808-6/269928052_138957748531208_8808652093129694567_n.jpg?stp=dst-jpg_p526x296&_nc_cat=106&ccb=1-7&_nc_sid=5f2048&_nc_ohc=q6Bml7IhWjoAX8wCgrf&_nc_ht=scontent.ftll2-1.fna&oh=00_AfAQYQ9lFM5nOY49FGDMuVZ--o2UPc67gVd1W2SBrzvfOg&oe=653E6C12,https://www.facebook.com/laphonza/photos/a.123115773448739/138957751864541/?__cft__[0]=AZWaeb5q67FUWAg_EFdSCAeoT5M42v8Df1AinVzWE1iawd5nvmbGNF-2XkbHnLora0qb2w0PeP1iR0KjQBBPz42it3fMlv5HG1SbIU8XGB3t7SSqVKx5fDvMAmFdw9aSQUoqMH5U3erOEmPfJKl5s9QbuO_doZ3SysWPA9NOQd46f-G9UecgARGtkgk-NVvhqRt75RGlCkII2uTybPT0_iCy&__tn__=%2CO%2CP-R
pfbid07mk9w3DZgp9pDXsFkRrEeJwy7UoKP8Yes2ZDkq2znJspwR8x5nXqW24vFquu2ctSl,Laphonza Butler,0,2,0,0,0,0,0,0,2,0,"Cheri Beasley has no viable opponents for the Democratic nomination for Senate in North Carolina. I know the South, and I know she can win this state. Learn more about her.",2021-12-24T00:00:00,[],https://external.ftll2-1.fna.fbcdn.net/emg1/v/t13/3587107516382624968?url=https%3A%2F%2Fwww.mcclatchy-wires.com%2Fincoming%2Fhi59et%2Fpicture255044897%2Falternates%2FLANDSCAPE_1140%2FElection_2022_North_Carolina_53266.jpg&fb_obo=1&utld=mcclatchy-wires.com&stp=c0.5000x0.5000f_dst-jpg_flffffff_p500x261_q75&ccb=13-1&oh=06_AbFoSmLhc9deMBQdCIrjD1rkslF0oIT1kc-LtQWwoxq0ZQ&oe=653B1BAF&_nc_sid=dbad39,https://www.facebook.com/laphonza/posts/pfbid07mk9w3DZgp9pDXsFkRrEeJwy7UoKP8Yes2ZDkq2znJspwR8x5nXqW24vFquu2ctSl?__cft__[0]=AZWGe8yKZ1cRW72lY_1cePBzzZcGJxi4VcoLWc1egT2VMBat6ZQMOoJNKFB12fFhFOtm-tgLvAnpe-5JWpPjLi_Gd00E5ETwQSB2lcTbwriMETxJaGfBKqMjYogkqalqUGWNFeNxvVxRtAevL5SyNnjUjfWN_xjW3HQ7PlGJ2xmirNB4oZ4Kdo9Vy5xuzsza5EiWy5RXj-TE03gsBJFA90JR&__tn__=%2CO%2CP-R
pfbid024WhbPmERQWwry6NXjrKeeanTvfTHPnhpsMHEveYqcr6hhu7hbrBsxhbUUvXg3K8Nl,Laphonza Butler,0,0,0,0,0,0,0,0,0,0,"So far at EMILY's List, we’ve endorsed NINE incredible women who can secure our Senate majority. Check out their bios (and drop a donation to them if you can).",2021-12-23T00:00:00,[],https://external.ftll2-1.fna.fbcdn.net/emg1/v/t13/11445749712463403584?url=https%3A%2F%2Femilyslist.org%2Fassets%2Fimages%2Fstatic%2Fel-meta-logo-large.png&fb_obo=1&utld=emilyslist.org&stp=c0.5000x0.5000f_dst-jpg_flffffff_p500x261_q75&ccb=13-1&oh=06_AbFpa5N-MbySNs6JzhgUuVVn01fj-y8xfWvNKl2-T9TXaA&oe=653AF6CB&_nc_sid=dbad39,https://www.facebook.com/laphonza/posts/pfbid024WhbPmERQWwry6NXjrKeeanTvfTHPnhpsMHEveYqcr6hhu7hbrBsxhbUUvXg3K8Nl?__cft__[0]=AZVwfZQDLfH6Gmzqh_wiAJ6EMUnscfGyZesS6BP8Srcz9RcgLdvTNuWdyBp8rBi4fi9mAeprC7COXX-vIh6bzFBGC3Cmhp9D1V8Ggi1VqhBMqPTMMLEBRso29fMLWHz44EgE1Ulf19EzieUcZ9XExYAhRhcUlfHHnqjbznZhFCBI_AHzZGcPTFU6O0SyBAf9b9U7BLHwsXEiMsG4LASrdTQj&__tn__=%2CO%2CP-R
pfbid0dVWvgiKBEPRWJuzbznkAtDDGZM1Ms6ChC7rMpjR7w4QJDhcsbZ2ejrkuhKz9Fyeel,Laphonza Butler,0,4,0,0,0,0,0,0,4,0,"This decision to permanently allow medication abortion by mail is long overdue. Medication abortion is extremely safe and people need full access to it, not restrictions.",2021-12-17T00:00:00,[],https://external.ftll2-1.fna.fbcdn.net/emg1/v/t13/7128086409386410602?url=https%3A%2F%2Fstatic01.nyt.com%2Fimages%2F2021%2F12%2F16%2Fscience%2F16abortion-FDA%2F16abortion-FDA-facebookJumbo.jpg&fb_obo=1&utld=nyt.com&stp=c0.5000x0.5000f_dst-jpg_flffffff_p500x261_q75&ccb=13-1&oh=06_AbEWuHBsrXIPht6P1N17RypPRgp49KZ3K7huHShtT7VfwA&oe=653ABFAB&_nc_sid=dbad39,https://www.facebook.com/laphonza/posts/pfbid0dVWvgiKBEPRWJuzbznkAtDDGZM1Ms6ChC7rMpjR7w4QJDhcsbZ2ejrkuhKz9Fyeel?__cft__[0]=AZUDi7xqG4MNC30uwr73Cb9fVslUtiLr5t8VHxTqBPGhjTk9xTP2CrklEUkZMHJPHf1GYBYFL9qJU1SLvIb0rxSP5cqsOWRTqBYP7HmAERuSKzSh9Yyee2OPfHcmIEhmTFJ8xcx8-O3ipfIszDzsF8ZVlCExqkmfKGHmNYXAVgSAH0lEDGCw5XmvqLyCtsH5bDqwNjfIaXtZS6DjbTzcE2pr&__tn__=%2CO%2CP-R
pfbid02LRrUEv1Lv26aqH5dXWwDShGcvLXNTG65DSQuSNPELqP1bKYXy6HwED1uL3FWGKWYl,Laphonza Butler,0,0,0,0,0,0,0,0,0,0,This was a fun and wonderful read about Stacey Abrams this morning.,2021-12-16T00:00:00,[],https://external.ftll2-1.fna.fbcdn.net/emg1/v/t13/4567508318164596980?url=https%3A%2F%2Fhips.hearstapps.com%2Fhmg-prod.s3.amazonaws.com%2Fimages%2Fshelf-life-stacey-abrams-1639437938.jpg%3Fcrop%3D1xw%3A1xh%3Bcenter%2Ctop%26resize%3D1200%3A%2A&fb_obo=1&utld=hearstapps.com&stp=c0.5000x0.5000f_dst-jpg_flffffff_p500x261_q75&ccb=13-1&oh=06_AbGD7-IsnhDWBURt4g8CHMDMV0piBMBpPpnuE5GnhNsEZg&oe=653B1E31&_nc_sid=dbad39,https://www.facebook.com/laphonza/posts/pfbid02LRrUEv1Lv26aqH5dXWwDShGcvLXNTG65DSQuSNPELqP1bKYXy6HwED1uL3FWGKWYl?__cft__[0]=AZVkxaPSQVDpCkakMdM4HHrjWkjnoApTFNJ9nBa4Jq3RVCFJfpCSdqITg39FR4mdpYGIo2hvSiEyZCEGf3CHd292P4V2vMHyFWn7gyX8QfTCDpk8DriXMazJmQLR9c4_SS8Yi9CEvTiAwXoxgTu0bmXDMlsARY2vky49M9KkwuWR8LQ46fdVIXPxvCIfk7cDSrxO7Hq2Z-6z0bRrDx7IESFb&__tn__=%2CO%2CP-R
pfbid05SDQSHx9jxRLyGzVAMM4dskzUFQjrmNx1TzKkt1hmPMYfcqQVqw1VFgBGnXc6rHSl,Laphonza Butler,0,3,1,0,0,0,0,0,4,0,I stand with Madam Vice President Kamala Harris and couldn’t be more excited about the excellent work she is doing in office in service of the American people.,2021-12-14T00:00:00,[],https://external.ftll2-1.fna.fbcdn.net/emg1/v/t13/11160430870127357630?url=https%3A%2F%2Fs.hdnux.com%2Fphotos%2F01%2F23%2F15%2F33%2F21812929%2F6%2FrawImage.jpg&fb_obo=1&utld=hdnux.com&stp=c0.5000x0.5000f_dst-jpg_flffffff_p500x261_q75&ccb=13-1&oh=06_AbGBMRZLpLRiBvbDfXbrqjujXII0oqFTUUw_Mh2WUUm6ew&oe=653B0391&_nc_sid=dbad39,https://www.facebook.com/laphonza/posts/pfbid05SDQSHx9jxRLyGzVAMM4dskzUFQjrmNx1TzKkt1hmPMYfcqQVqw1VFgBGnXc6rHSl?__cft__[0]=AZV3I9ydXXaIHC5DG95hJsRXDlsHwP_Rk2sP5p-3vXNmURxG2Pcxlu9xIccVs4Ndw2EBM_A18DfqrpRTtVQUAUwLWm-Ls_jULAeBr3VsBUjxRyL9YKB3WDMVfpd7VvaSEOYWiwhXvhmaStAEtvPw_vDHtyb1zkqj4NigzLLqhrDlG2j923Xdr2kXtrJpElqcl7SvemKGozPEtvbXZPpqHBjg&__tn__=%2CO%2CP-R
pfbid0GsZFbJDEf8SFdYmf9SorLpNEFZCjLHCpPBjyK2Pguaam33kFfLx1r6xiMAQUBLnpl,Laphonza Butler,0,0,0,0,0,0,1,0,1,0,This is a calculated attack that prevents people from accessing the reproductive health care that they need. It’s why we’ll be electing more Democratic pro-choice women at the state and local level in 2022 to defend abortion rights.,2021-12-08T00:00:00,[],https://external.ftll2-1.fna.fbcdn.net/emg1/v/t13/10728215461458820829?url=https%3A%2F%2Fmedia.npr.org%2Fassets%2Fimg%2F2021%2F12%2F06%2Ftexas-abortion-protests-3_wide-40d915765d883a7dcaaefc249f3c422a74a2e4fd.jpg%3Fs%3D1400&fb_obo=1&utld=npr.org&stp=c0.5000x0.5000f_dst-jpg_flffffff_p500x261_q75&ccb=13-1&oh=06_AbEhpbyLIfYca7RZFTajaMSnB15TCN8JJB8eSsROJhWWpQ&oe=653B1C85&_nc_sid=dbad39,https://www.facebook.com/laphonza/posts/pfbid0GsZFbJDEf8SFdYmf9SorLpNEFZCjLHCpPBjyK2Pguaam33kFfLx1r6xiMAQUBLnpl?__cft__[0]=AZVdGDmIqatu4fCICaLEtWwRDyjcRp0td0rwtzLEaK8zM4X17-edYKYFVmk5TG5rNrNnJNfOvPSmwKRh1ygEf9TE0jiYyWDLOnsFXqltpW1i6UYuBqNvDk9wNL50g2ArCwDC4rNLsTSQ2UOSwx2VnzeNJ09Qjz7DVlx5mDeaZ7rtqoH7ClSgxTP-gHFVegKE-51FzWgmAXAVnN-IxQzwTjcZ&__tn__=%2CO%2CP-R
pfbid0dvCTCWtF3QJAtTRPxUP1c9sUXQwF4M2qm84PP2vTrJGvztYLdsqnZn7Uw6abbMwFl,Laphonza Butler,0,1,0,0,0,0,0,0,1,1,We are proud to stand with Jessica Cisneros and her historic campaign in Texas’ 28th District.,2021-12-07T00:00:00,[],https://scontent.ftll2-1.fna.fbcdn.net/v/t39.30808-6/247982793_134752398951743_1942732809422778025_n.png?stp=dst-png_p180x540&_nc_cat=101&ccb=1-7&_nc_sid=5f2048&_nc_ohc=cY52ZchQCHkAX9kKEKt&_nc_oc=AQnc795vDiET5HyB5ApURHRxRvuADsY8b03Lv54m6SZoykzvCDvRhSMZGNq2hO2e9M0&_nc_ht=scontent.ftll2-1.fna&oh=00_AfAMJgc9ZjHbyCXxisE_p94i_1TlUiqKVPpDeDDeeOeJ2w&oe=653F0D15,https://www.facebook.com/laphonza/posts/pfbid0dvCTCWtF3QJAtTRPxUP1c9sUXQwF4M2qm84PP2vTrJGvztYLdsqnZn7Uw6abbMwFl?__cft__[0]=AZXa_H58KKIqCa-pT9LqNcA6w3MbyxJ6l6zqTvfb7ESKvcvSOJ0jsjhDVfeZUd8jSTIJqJk0GXKhXchqRxxJxq1Zt0DcXlA8N26MPoI_p_ztscIpB831f7dnQ1lCoZHqvcnYZS-z0DrqEg8SFm37LOFml1yOL-yZN2V4XoxQYSqdUpiFv-1KXm69BCSQUj2e5GYwhte8nqmwYM3JLbIzHX1P&__tn__=%2CO%2CP-R
pfbid02zfumZs2vGCpwYezYLBm538joBzgs9erDbxn7wPVaSxSc7krQ86iorGby6jif2gGPl,Laphonza Butler,7,5,0,0,0,0,0,0,5,1,"It’s why I’m counting on your support more than ever to help us win in 2022. We need to take back state legislatures, and expand the Democratic majority in Congress to help protect the right to choose.",2021-12-02T00:00:00,[],https://scontent.ftll2-1.fna.fbcdn.net/v/t39.30808-6/261516110_133486955744954_6401977812986632740_n.png?_nc_cat=107&ccb=1-7&_nc_sid=5f2048&_nc_ohc=ACwVdX-NFcYAX8XM0Dy&_nc_ht=scontent.ftll2-1.fna&oh=00_AfC5jztNIDyHAEJ31JbxOF2Bug-NiAqPqyKg9Hl4Z9nffg&oe=653DB5C0,https://www.facebook.com/laphonza/posts/pfbid02zfumZs2vGCpwYezYLBm538joBzgs9erDbxn7wPVaSxSc7krQ86iorGby6jif2gGPl?__cft__[0]=AZWJmupkrxi_tcK6O45EmpwQgSZJFbDIpAMDKU4XLgR_XtLcX2ZW9eN1A8Qpsd9al_WOpeQxuLA8pB1TzEG8NP2hVuOkTmKzv0yzqBoHM9ZRqFv95QGbvRHU1aI4FRxjuMgI1NOYBDrFtya6V21-qAjgTCBbUXWg674TObgMzQYfoNNE9JwkSAVPlnoroWc_Zz0gKMiAsrXWXtA5WzcTW6cW&__tn__=%2CO%2CP-R
pfbid0aCQ6n3XaaqW2iUZGp8AVeR2JS5u3XJd96UwHt8CAHo1Y39AtyWwEpEBAc9aXzTtCl,Laphonza Butler,0,0,0,0,0,0,0,0,0,1,"When we allow anti-choice politicians to interfere with the right to make medical decisions, we have to ask where it will end.",2021-12-01T00:00:00,[],https://external.ftll2-1.fna.fbcdn.net/emg1/v/t13/18373069592069246586?url=https%3A%2F%2Fcf-images.us-east-1.prod.boltdns.net%2Fv1%2Fstatic%2F694940094001%2F2604651d-3d1a-48ff-a40e-c46cbdc1e8bd%2F0245b7b7-7e15-4d25-859c-8b1120b03909%2F1280x720%2Fmatch%2Fimage.jpg&fb_obo=1&utld=boltdns.net&stp=c0.5000x0.5000f_dst-jpg_flffffff_p500x261_q75&ccb=13-1&oh=06_AbFwFvQ6T-7itCpVTupHj7laCtwdwbqo-YvvRReRAuN4jQ&oe=653B13C0&_nc_sid=dbad39,https://www.facebook.com/laphonza/posts/pfbid0aCQ6n3XaaqW2iUZGp8AVeR2JS5u3XJd96UwHt8CAHo1Y39AtyWwEpEBAc9aXzTtCl?__cft__[0]=AZUAQpDtmkZNICL8eNUUmpNSCxFnhW5cCluOqbjAkwUkHZk1Xe441Uq5jFSae5QB8hEDy0fQXL5t_kUPjlzrZsenDUq7hcYhZ7JF-XhUMb_IGPKumcSy7AkKS6rPrGdwktNUmJlduUkJ11P7A8qZHKpiyrqS0HXo-oOSqyTvxqW1h1xJ-5-GHY7F3igIebjERUbId7v7bt36HqR1J7812qN2&__tn__=%2CO%2CP-R
pfbid02oRGhMxNrAXrsTSZbpe5KjJSfLouNoDqPcYDhonEPkfsz2vqcRu9pYqUuKM9R34qvl,Laphonza Butler,0,4,0,0,0,0,0,0,4,2,I am grateful for the leadership and tenacity that Shirley Chisholm showed all these years ago in running for office. Happy birthday to Shirley Chisholm!,2021-11-30T00:00:00,[],https://scontent.ftll2-1.fna.fbcdn.net/v/t39.30808-6/262472237_132987649128218_4303077525202973140_n.jpg?stp=dst-jpg_p526x296&_nc_cat=111&ccb=1-7&_nc_sid=5f2048&_nc_ohc=WdJ0gfXCvEMAX8kmeJU&_nc_ht=scontent.ftll2-1.fna&oh=00_AfCeqJ6527SsH8nBbGyXZyWBYIjtaiMnmSou41pihVEi0A&oe=653E5C20,https://www.facebook.com/laphonza/posts/pfbid02oRGhMxNrAXrsTSZbpe5KjJSfLouNoDqPcYDhonEPkfsz2vqcRu9pYqUuKM9R34qvl?__cft__[0]=AZXbQnqTJpKu5XTZI3SkgtQtOxGBM_dz8L_uc9HXEf5nPD6nUV2n8LSkXCuw8mi1TIJsBYQbsmFQDUxJCo3wEEsBC3YUUscKYnqmYGtVr933shTN5g3N8lF41AoVyfeltzxc1PPlagExp9y3m-1V8wh5fd0kpDLjpChQqmF7XkXJiHk5oawjVKCs8FlBXwKSz7gbbQZklQj4v-keB0tJDYEs&__tn__=%2CO%2CP-R
